Network|Station|Latitude|Longitude|Elevation|Sitename|StartTime|EndTime
AK|KTH|63.5527|-150.9233|1172.0|Kantishna Hills, AK, USA|2003-06-08T00:00:00|2599-12-31T23:59:59
AK|KULT|60.2474|-142.7234|1006.0|Kultieth River Mtn, AK, USA|2005-07-15T00:00:00|2021-07-29T23:59:59
AK|LOGN|60.824|-141.0048|1663.1|Logan Glacier, AK, USA|2006-07-16T00:00:00|2599-12-31T23:59:59
AK|MCAR|61.3836|-143.024|447.0|McCarthy VSAT, AK, USA|2013-01-01T00:00:00|2599-12-31T23:59:59
AK|MCK|63.7318|-148.9373|618.0|McKinley Park, AK, USA|1998-08-15T00:00:00|2599-12-31T23:59:59
AK|MDM|64.9602|-148.2319|631.0|Murphy Dome, AK, USA|2008-08-15T00:00:00|2599-12-31T23:59:59
AK|MESA|60.1782|-141.9498|1907.0|Mesa, AK, USA|2018-09-08T00:00:00|2599-12-31T23:59:59
AK|MLY|65.0304|-150.7442|812.0|Manley Hot Springs, AK, USA|2009-08-05T00:00:00|2599-12-31T23:59:59
AK|NEA2|64.5928|-149.0694|450.0|Nenana, AK, USA|2014-06-12T00:00:00|2599-12-31T23:59:59
AK|NICH|60.2357|-143.9713|485.0|Nichawak Mountain, AK, USA|2005-07-18T00:00:00|2023-08-15T23:59:59
AK|NIKH|52.9721|-168.855|199.0|Nikolski High Hill, AK, USA|2007-06-21T00:00:00|2599-12-31T23:59:59
AK|PAX|62.9699|-145.4699|1150.0|Paxson, AK, USA|2003-10-06T00:00:00|2599-12-31T23:59:59
AK|PIN|60.0959|-140.2525|975.0|Pinnacle, AK, USA|2003-05-28T00:00:00|2599-12-31T23:59:59
AK|PNL|59.667|-139.4014|586.0|Peninsula, AK, USA|2001-08-16T00:00:00|2599-12-31T23:59:59
AK|PPD|65.5174|-145.5246|1505.0|Porcupine Dome, AK, USA|2011-09-05T00:00:00|2599-12-31T23:59:59
AK|PPLA|62.8962|-152.1894|1519.0|Purkeypile, AK, USA|2002-12-11T00:00:00|2599-12-31T23:59:59
AK|PTPK|61.1871|-142.4672|1892.6|Patty Peak Repeater, AK, USA|2006-07-14T00:00:00|2599-12-31T23:59:59
AK|PWL|60.8584|-148.3334|550.0|Port Wells, AK, USA|2009-09-23T00:00:00|2599-12-31T23:59:59
AK|RAG|60.3863|-144.6773|752.0|Ragged Mountain, AK, USA|2006-06-16T00:00:00|2599-12-31T23:59:59
AK|RC01|61.0889|-149.739|390.0|Rabbit Creek, AK, USA|1998-08-07T00:00:00|2599-12-31T23:59:59
AK|RDOG|68.0541|-162.908|423.0|Red Dog Mine, AK, USA|2009-06-20T00:00:00|2599-12-31T23:59:59
AK|RIDG|63.7399|-144.8462|871.0|Independent Ridge, AK, USA|2007-07-01T00:00:00|2599-12-31T23:59:59
AK|RKAV|60.2994|-141.3478|1647.0|Rock Avalanche, AK, USA|2006-07-20T00:00:00|2599-12-31T23:59:59
AK|RND|63.4056|-148.8602|993.6|Reindeer, AK, USA|2008-06-15T00:00:00|2599-12-31T23:59:59
AK|SAMH|60.1294|-140.7828|1140.0|Samovar Hills, AK, USA|2006-07-19T00:00:00|2599-12-31T23:59:59
AK|SAW|61.807|-148.3316|781.0|Sawmill, AK, USA|1999-11-07T00:00:00|2599-12-31T23:59:59
AK|SCM|61.832|-147.329|1050.0|Sheep Mountain, AK, USA|2008-07-17T00:00:00|2599-12-31T23:59:59
AK|SCRK|63.9761|-143.9905|1375.0|Sand Creek, AK, USA|2007-07-01T00:00:00|2599-12-31T23:59:59
AK|SII|56.5593|-154.1842|492.0|Sitkinak Island Coast Guard, AK, USA|2007-08-29T00:00:00|2599-12-31T23:59:59
AK|SKN|61.98|-151.5317|581.0|Skwentna, AK, USA|2006-05-15T00:00:00|2599-12-31T23:59:59
AK|SLK|60.5117|-150.2231|655.0|Skilak Lake, AK, USA|2013-07-01T00:00:00|2599-12-31T23:59:59
AK|SSN|61.4636|-150.7467|1306.0|Susitna, AK, USA|2008-08-15T00:00:00|2599-12-31T23:59:59
AK|SSP|60.1791|-142.8388|472.0|Sunshine Point, AK, USA|2011-07-30T00:00:00|2020-07-29T23:59:59
AK|SUCK|60.072|-143.779|467.0|Suckling Hills, AK, USA|2005-07-29T00:00:00|2599-12-31T23:59:59
AK|SWD|60.1043|-149.4526|77.0|Seward, AK, USA|2001-06-04T00:00:00|2599-12-31T23:59:59
AK|TABL|60.4399|-141.1443|2050.0|Table Mountain, AK, USA|2006-07-12T00:00:00|2599-12-31T23:59:59
AK|TAPE|64.892845|-147.789047|320.0|Goshawk Ln, Fairbanks, AK|2013-07-08T00:00:00|2599-12-31T23:59:59
AK|TGL|60.7541|-142.8292|1266.4|Tana Glacier, AK, USA|2010-06-19T00:00:00|2599-12-31T23:59:59
AK|TNA|65.5598|-167.9267|74.0|Tin City, AK, USA|1998-10-24T00:00:00|2599-12-31T23:59:59
AK|TRF|63.4501|-150.2892|1709.9|Thorofare Mountain, AK, USA|2016-09-01T00:00:00|2599-12-31T23:59:59
AK|UAFE|64.8553|-147.8181|184.0|UAF Engineering Building Array, AK, USA|2017-10-01T00:00:00|2599-12-31T23:59:59
AK|UNV|53.8452|-166.5045|65.0|Unalaska Valley, AK, USA|1999-02-19T00:00:00|2599-12-31T23:59:59
AK|VRDI|61.2275|-143.4545|1909.4|Verde Repeater, AK, USA|2006-07-17T00:00:00|2599-12-31T23:59:59
AK|WAT1|62.8295|-148.5509|722.0|Susitna Watana 1, AK, USA|2012-08-12T00:00:00|2599-12-31T23:59:59
AK|WAT6|62.5808|-147.74|1681.0|Susitna Watana 6, AK, USA|2013-08-01T00:00:00|2599-12-31T23:59:59
AK|WAT7|62.8331|-148.8476|1232.0|Susitna Watana 7, AK, USA|2013-08-01T00:00:00|2599-12-31T23:59:59
AK|WAX|60.448|-142.8529|1003.0|Waxell Ridge, AK, USA|2011-07-23T00:00:00|2599-12-31T23:59:59
AK|WRH|64.4716|-148.0918|329.0|Wood River Hill, AK, USA|2009-06-30T00:00:00|2599-12-31T23:59:59
AK|YAH|60.3583|-141.751|2125.0|Yahtse, AK, USA|2011-08-18T00:00:00|2599-12-31T23:59:59
AK|YAKA|59.5123|-139.672|8.0|Yakutat, AK, USA|2010-08-10T00:00:00|2599-12-31T23:59:59
